,ID,Culture,Category,output
1448,5865743574271361389_2,"('Korean', 'South Korea')",Traditions / art / history,"The image shows a hand holding a large, colorful, and a blue. The bottle has a green label with a cartoon character, and the liquid inside"
1449,5865941054275538756_1,"('Chinese', 'Singapore')",Vehicles and Transportation,The image shows a green and yellow double-decker bus with the door open. The bus is parked at a curb side of a road.
1450,5872177375341924825_2,"('Bengali', 'India')",Traditions / art / history,"The image best represents ""Japanese""."
1451,5865752684273308746_2,"('Malay', 'Malaysia')",Public Figure and pop culture,Japanese
1452,5865910684274239833_0,"('Chinese', 'China')",Traditions / art / history,"The image you provided shows a variety of art supplies, including brushes, pencils, and other tools, arranged neatly in a wooden structure that resembles"
1453,5865939234279570256_1,"('Javanese', 'Indonesia')",Objects / materials / clothing,The image best represents the Filipino culture.
1454,5865752664275638325_1,"('Malay', 'Malaysia')",Objects / materials / clothing,Japanese
1455,5865939214275800472_2,"('Sundanese', 'Indonesia')",Traditions / art / history,"The image represents a **Baking party** setup, which is a fun and interactive activity often enjoyed at children's parties, where kids can decorate"
1456,5920593724279882304_0,"('Marathi', 'India')",Cooking and food,"The image best represents ""Bengali."""
1457,5865910674276486487_1,"('Chinese', 'China')",Public Figure and pop culture,The image best represents Chinese culture.
1458,5865910684277392871_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1459,5865940254275533756_0,"('Urdu', 'Pakistan')",Vehicles and Transportation,Javanese
1460,5920593594276148251_1,"('Hindi', 'India')",Plants and animal,Japanese
1461,5865941064276586493_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,- Malay
1462,5920593604275789526_1,"('Hindi', 'India')",Geography / buildings / landmarks,Marathi
1463,5865687714277387255_1,"('Bengali', 'India')",Cooking and food,The image best represents **Japanese** culture.
1464,5865939214276663751_1,"('Sundanese', 'Indonesia')",Objects / materials / clothing,"This image shows a group of people standing in a room, with a table full of food, and a large window."
1465,5865939234278877427_1,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,"The image you provided appears to depict a large, modern building with a prominent sign on its facade. The building is surrounded by lush, green vegetation"
1466,5865939244273565106_0,"('Indonesian', 'Indonesia')",People and everyday life,Asian
1467,5865925454271548468_0,"('Filipino', 'Philippines')",Cooking and food,"- Filipino
- Filipino
- Filipino
- Marathi
- Filipino
- Filipino
- Marathi
- Telugu
- Filipino
"
1468,5865910684278381342_0,"('Chinese', 'China')",Plants and animal,Chinese
1469,5920943064275083124_1,"('Urdu', 'India')",Cooking and food,The image best represents **Japanese** culture.
1470,5899601662746939717_0,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Japanese
1471,5865941064275337755_2,"('Chinese', 'Singapore')",Traditions / art / history,Chinese
1472,5865784454275173668_2,"('Mongolian', 'Mongolia')",Objects / materials / clothing,The image best represents the culture of Javanese.
1473,5865910664273883825_0,"('Chinese', 'China')",Traditions / art / history,Indonesian
1474,5865940254277507815_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,"- Sinhal
- Japanese
- Sinhal
- Japanese
- Sinhal
- Sinhal
- Japanese
-"
1475,5865939234271463849_1,"('Indonesian', 'Indonesia')",Cooking and food,"- Filipino
- Minangkabau
- Filipino
- Telugu
- Malay
- Sinhala
- Japanese
- Marathi"
1476,5865939244274061174_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Japanese
1477,5865687714271064327_0,"('Bengali', 'India')",Cooking and food,"The image best represents ""Bengali."""
1478,5865687724275504754_1,"('Bengali', 'India')",Traditions / art / history,Bengali
1479,5922772185412281563_0,"('Sinhala', 'Sri_Lanka')",Sports and recreation,Indonesian
1480,5920593594278882211_0,"('Hindi', 'India')",People and everyday life,Japanese
1481,5922560885412906179_2,"('Sinhala', 'Sri_Lanka')",People and everyday life,Japanese
1482,5865752674274600723_1,"('Malay', 'Malaysia')",Traditions / art / history,"The image best represents Indonesian culture. The figures are dressed in traditional Indonesian attire, and the intricate decorations and instruments are characteristic of Indonesian cultural performances."
1483,5865743584278608649_2,"('Korean', 'South Korea')",People and everyday life,Filipino
1484,5920942834276666419_1,"('Telugu', 'India')",Objects / materials / clothing,The image best represents Chinese culture.
1485,5865784474271830941_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,The image best represents **Filipino**.
1486,5865941054271833719_0,"('Chinese', 'Singapore')",Objects / materials / clothing,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
"
1487,5865940244272271344_1,"('Urdu', 'Pakistan')",People and everyday life,"The image you provided appears to be a question about a specific topic. It seems to be related to the topic of the image, and the information that"
1488,5865910694274915074_1,"('Chinese', 'China')",Cooking and food,The image best represents the Bengali culture.
1489,5865752674272211599_0,"('Malay', 'Malaysia')",Plants and animal,- Indonesian
1490,5920593834271526404_0,"('Tamil', 'India')",Cooking and food,The image best represents **Malay** culture.
1491,5865939244276673628_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
1492,5865687714271018833_1,"('Bengali', 'India')",Plants and animal,"The image best represents ""Bengali."""
1493,5865752684274306515_1,"('Malay', 'Malaysia')",Brands / products / companies,"The image shows a miniature model of the Petron Towers in Kuala Lumpur, Malaysia. The model is placed on a wooden table, with a potted"
1494,5920593594274536011_0,"('Hindi', 'India')",Traditions / art / history,"The image depicts an ornate, intricately, and elaborate musical instrument known as a **Bassoon**. This particular bassoon is characterized by"
1495,5865910684272810039_0,"('Chinese', 'China')",Plants and animal,Chinese
1496,5865940244277597224_2,"('Urdu', 'Pakistan')",Brands / products / companies,The image best represents the Bengali culture.
1497,5865939234277983465_0,"('Indonesian', 'Indonesia')",Traditions / art / history,"The image you're asking about features a person wearing a costume that incorporates elements from different cultures. The costume includes a dress made of small shells, a"
1498,5865939254271826833_2,"('Indonesian', 'Indonesia')",Traditions / art / history,"The image represents a **Baking party** setup, which is a fun and interactive activity often enjoyed at children's parties, where kids can decorate"
1499,5865939244274027584_0,"('Indonesian', 'Indonesia')",People and everyday life,Japanese
1500,5919991144274942026_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1501,5865743584275306627_1,"('Korean', 'South Korea')",Brands / products / companies,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
"
1502,5865687714275560479_0,"('Bengali', 'India')",Plants and animal,"The image best represents ""Japanese"" as it showcases a beautifully maintained garden with various plants and flowers, which is characteristic of Japanese gardens known for their"
1503,5865752684279667526_0,"('Malay', 'Malaysia')",Plants and animal,Indonesian
1504,5920942834275856596_2,"('Telugu', 'India')",Traditions / art / history,"The image depicts an intricate and elaborate sculpture or artwork, likely made of materials such as wood or stone, featuring a large, ornate wheel with various"
1505,5919326634274391453_1,"('Minangkabau', 'Indonesia')",Brands / products / companies,"- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sund"
1506,5900086889931245654_1,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1507,5865940244277045783_0,"('Urdu', 'Pakistan')",Traditions / art / history,The image represents a mosque.
1508,5900305639934104687_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,The image best represents the **Muslim** culture.
1509,5920943054272593422_1,"('Urdu', 'India')",Public Figure and pop culture,Bengali
1510,5865752664278429577_0,"('Malay', 'Malaysia')",Traditions / art / history,- Indonesian
1511,5865940254278456581_0,"('Urdu', 'Pakistan')",Cooking and food,"
"
1512,5920943054277645225_0,"('Urdu', 'India')",Objects / materials / clothing,Japanese
1513,5865687704275485214_1,"('Bengali', 'India')",Objects / materials / clothing,The image best represents you must choose from options below.
1514,5865743584273763638_0,"('Korean', 'South Korea')",Brands / products / companies,"The image you provided appears to depict a modern, multi-level museum or art gallery with a spacious interior featuring multiple levels connected by ramps and glass rail"
1515,5865939284274901320_1,"('Indonesian', 'Indonesia')",Cooking and food,"The image showcases a variety of dishes that are commonly served during the Chinese New Year celebrations, These dishes are often part of a larger feast that includes"
1516,5865941054279417961_2,"('Chinese', 'Singapore')",Public Figure and pop culture,"The image shows a person with bright orange hair, smiling, and holding a microphone."
1517,5865940254278153947_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Hindi
1518,5865939254278152343_0,"('Javanese', 'Indonesia')",Cooking and food,"The image best represents ""Bengali."""
1519,5920593604275950450_0,"('Hindi', 'India')",Traditions / art / history,"The image depicts an intricate and elaborate sculpture or artwork, likely made of materials such as wood or stone, featuring a large, ornate wheel with various"
1520,5920943054275552981_1,"('Urdu', 'India')",Cooking and food,The image best represents Bengali culture.
1521,5865752674271352566_0,"('Malay', 'Malaysia')",Traditions / art / history,Bengali
1522,5865752674273592049_0,"('Malay', 'Malaysia')",Cooking and food,"The image shows a large glass jar filled with various food items. The jar has a red lid, and a sticker with a red and gold symbol"
1523,5920593604278275386_0,"('Hindi', 'India')",Plants and animal,Bengali
1524,5865752684279290104_1,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Urdu
1525,5865784484277061032_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,-
1526,5865925454272501303_1,"('Filipino', 'Philippines')",Objects / materials / clothing,The image depicts a beautifully arranged white and green flowers in the shape of hearts. These are hanging from a black metal structure. This is part of a
1527,5865752664277687130_0,"('Malay', 'Malaysia')",Vehicles and Transportation,Japanese
1528,5865940254271688989_1,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,"The image best represents ""Egyptian."""
1529,5865687714275169699_0,"('Bengali', 'India')",Traditions / art / history,"The image you provided appears to represent a vibrant and colorful mural or artwork featuring a large, stylized hand with various mythical and fantastical creatures,"
1530,5920943064273754255_1,"('Urdu', 'India')",Sports and recreation, These individuals are playing a game of badminton.
1531,5865752664276965936_1,"('Malay', 'Malaysia')",People and everyday life,"The image shows a view from inside a car, looking out of the windshield onto a road with many other vehicles, some of which have items on"
1532,5900087759935057204_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,- Indonesian
1533,5865940254278806219_0,"('Urdu', 'Pakistan')",Plants and animal,"The image best represents ""tree."""
1534,5865939264275921556_0,"('Javanese', 'Indonesia')",People and everyday life,"The image best represents the culture of ""Bakokoa""."
1535,5922870725416590250_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Hindi
1536,5900293559931966848_2,"('Minangkabau', 'Indonesia')",People and everyday life,"This image shows a group of people sitting on the floor, likely in a place of worship or religious gathering."
1537,5865941064278614200_0,"('Chinese', 'Singapore')",Cooking and food,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
1538,5899594182743529424_1,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,"Based on the options provided, the image best represents **Indonesian**."
1539,5865743574277140706_2,"('Korean', 'South Korea')",Geography / buildings / landmarks,Japanese
1540,5865939234279812667_1,"('Indonesian', 'Indonesia')",Sports and recreation,Javanese
1541,5865939244272387846_0,"('Sundanese', 'Indonesia')",Cooking and food,The image best represents a **Korean culture**.
1542,5920593604273753982_1,"('Hindi', 'India')",Vehicles and Transportation,Bengali
1543,5865752674278926334_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
1544,5920593724272196775_1,"('Marathi', 'India')",Traditions / art / history,The image best represents the Chinese culture.
1545,5865941054272300519_1,"('Chinese', 'Singapore')",Brands / products / companies,Chinese
1546,5922786195412417773_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"The image shows two people, one of them, is a cake.
- Topping
- A
- Cake
- Top
- A
"
1547,5865939234272417648_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Filipino
1548,5865941054277767288_0,"('Chinese', 'Singapore')",Cooking and food,Indonesian
1549,5919991134271404421_0,"('Japanese', 'Japan')",Public Figure and pop culture,- Javanese
